year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2009,9,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",271,51,6.59,1.54,33.71,0,9.16,1,4,3133,204,87,2211,0,631
2009,9,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124,41,17,2,22,0,0,1,2,2338,956,237,1145,0,0
2009,10,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",561,155,40.43,5.98,77.7,0,30.89,2,0,8201,2068,358,3831,0,1944
2009,10,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,10,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",256,89,7.83,2.98,73.67,0,4.52,4,0,4175,336,269,3026,0,544
2009,10,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13848,3184,505.84,47.88,1906.86,0,723.42,68,9,165375,39920,3493,79790,0,42172
2009,10,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11107,3555,450.65,87.39,2015.47,3.25,998.24,55,8,200868,32101,6693,97472,98,64504
2009,10,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92,27,4.54,0.47,12.93,0,9.06,0,0,1247,237,40,511,0,459
2009,10,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6681,1963,136.05,2.02,1088.33,0,736.61,41,7,97839,8155,118,46421,0,43145
2009,10,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,19,7.09,0,8.17,0,3.74,2,0,995,337,0,416,0,242
2009,10,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,9,0.96,0,7.1,0,0.94,0,0,478,35,0,170,0,273
2009,10,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",354,165,34.86,11.37,102.63,1,15.14,4,1,8404,2799,731,4172,22,680
2009,10,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",693,277,25.79,1.26,120.47,0,129.48,9,0,14151,1794,87,5062,0,7208
2009,10,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,24,3.39,0,13.2,0,7.41,0,0,1439,182,0,664,0,593
2009,10,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",417,111,12.48,0,85.65,0,12.87,5,0,5160,511,0,3861,0,788
2009,10,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",219,64,10.03,1.25,40.3,0,12.42,1,0,3782,455,37,2333,0,957
2009,10,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",115,43,21,0,22,0,0,1,0,3083,1743,0,1340,0,0
2009,11,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",522,94,30.21,0.52,46.38,0,16.89,3,0,4376,1532,31,1956,0,857
2009,11,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,1,0,0,1,0,0,0,0,20,0,0,20,0,0
2009,11,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",200,57,13.48,1.36,32.16,0,10.01,5,0,3175,772,79,1384,0,940
2009,11,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13503,2038,345.45,15.25,1264.84,1,411.47,87,6,100159,29176,779,51040,24,19140
2009,11,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11293,2627,317.8,51.19,1483.83,0.03,774.15,104,6,136172,26715,3206,60874,3,45374
2009,11,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61,14,4.05,0,6.99,0,2.96,0,0,514,226,0,195,0,93
2009,11,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6165,1399,126.24,0.82,743.91,0,528.02,40,2,62823,7833,46,28749,0,26195
2009,11,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",55,10,4.27,0,4.95,0,0.77,0,0,483,126,0,295,0,62
2009,11,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,6,0.33,0,4.74,0,0.93,0,0,268,15,0,127,0,126
2009,11,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",229,100,19.43,4.88,59.12,0,16.57,1,1,4752,1423,299,2203,0,827
2009,11,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",84,16,1.63,0,9.07,0,5.3,0,0,526,37,0,329,0,160
2009,11,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",88,8,0.79,0,5.3,0,1.91,0,1,306,15,0,202,0,89
2009,11,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",381,81,17.71,0,50.82,0,12.47,0,0,3238,607,0,2111,0,520
2009,11,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",236,45,10.99,0.81,28.82,0,4.38,0,0,2059,586,30,946,0,497
2009,11,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",95,18,9,0,9,0,0,1,0,1033,532,0,501,0,0
2009,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",522,159,43.6,11.55,65.94,0,37.91,13,0,9610,2396,635,3840,0,2739
2009,12,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,1,0,0,0,0,1,0,0,100,0,0,0,0,100
2009,12,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",195,75,15.88,5.31,40.12,0.25,13.44,4,0,4522,905,357,2190,4,1066
2009,12,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12755,3067,596.78,56.78,1745.94,5.85,661.64,273,8,166433,45972,5317,75503,198,39443
2009,12,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11449,3204,439.29,124.32,1679.48,3.28,957.63,280,12,206471,37461,10259,83994,156,74601
2009,12,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",72,24,6.83,0.03,8.5,0,8.63,0,0,1103,192,6,364,0,541
2009,12,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6038,2016,235.6,13.26,913.05,0,854.09,107,5,111159,13973,786,41455,0,54945
2009,12,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,23,5.55,3.61,9.55,0,4.29,9,0,1237,328,158,504,0,247
2009,12,NW,Northwest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,10,2.23,0,1.95,0.18,5.65,0,0,351,93,0,48,7,203
2009,12,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",488,248,50.9,16.74,139.21,1,40.14,12,1,14450,4452,1599,6187,148,2064
2009,12,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",625,231,24.3,3.32,127.1,0.24,76.04,31,0,12550,1186,367,5618,7,5372
2009,12,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",89,26,6.58,0.71,9.87,0,8.84,2,0,1643,468,12,549,0,614
2009,12,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",405,109,25.89,3.13,57.82,0.28,21.88,9,0,6113,1422,253,3242,13,1183
2009,12,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",236,87,20.56,4.56,42.4,0.37,19.11,9,2,5578,962,478,2701,10,1427
2009,12,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124,55,24,5,26,0,0,9,0,3126,1266,160,1700,0,0
2010,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",524,75,31.23,8.31,19.42,0,16.04,21,2,3825,1613,449,818,0,945
2010,1,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,2,0,0,2,0,0,0,0,93,0,0,93,0,0
2010,1,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",148,30,7.3,1.55,14.46,1.45,5.24,2,0,1472,227,39,901,32,273
2010,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12706,1925,463.26,73.66,933.45,2,452.63,370,37,136387,46261,7968,52617,77,29464
2010,1,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12006,2273,364.52,113.69,927.37,5.14,862.29,512,13,149297,32599,11321,53001,163,52213
2010,1,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",89,11,1.72,0,5.43,0,3.85,0,1,459,62,0,173,0,224
2010,1,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5731,934,141.96,13.47,402.28,0,376.3,137,15,58056,11318,984,22705,0,23049
2010,1,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",57,16,7.09,3.17,3.54,0,2.21,2,0,1014,458,162,163,0,231
2010,1,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",337,125,47.49,4.55,66.22,0.77,5.98,32,1,6635,3549,328,2522,20,216
2010,1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",143,32,3.08,1.18,17.75,0,9.99,3,0,1410,67,60,709,0,574
2010,1,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61,15,4.92,0,5,0,5.08,1,0,613,185,0,175,0,253
2010,1,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",396,76,12.81,0.29,48.58,0,14.32,12,1,3278,643,12,1860,0,763
2010,1,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",289,82,22.25,1.94,36.08,0.44,21.29,4,0,4354,835,84,1573,11,1851
2010,1,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",144,41,26,3,12,0,0,6,0,2348,1221,345,782,0,0
2010,2,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",476,93,32.24,8.26,29.37,0,23.13,21,0,4852,1756,452,1360,0,1284
2010,2,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",28,2,1,0.81,0.19,0,0,0,0,31,15,13,3,0,0
2010,2,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",135,28,9.22,1.6,11.2,0,5.98,15,0,1322,334,54,564,0,370
2010,2,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11967,2244,478.23,132.57,1048.09,1.73,583.38,973,16,140363,39057,14134,45462,86,41624
2010,2,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11080,2495,389.3,120.82,979.09,4.07,1001.72,783,3,174922,32143,13482,48461,81,80755
2010,2,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",80,12,1.56,1,6.52,0,2.92,2,0,391,62,15,229,0,85
2010,2,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5172,1038,139.65,10.58,438.88,0,448.89,235,0,58872,8177,511,18968,0,31216
2010,2,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",52,12,6.75,0.44,3.52,0,1.29,4,0,466,195,7,145,0,119
2010,2,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",268,93,25.85,18.25,43.28,0,5.63,29,1,6173,2104,2088,1629,0,352
2010,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",95,26,4.71,1.34,11.07,0.66,8.24,6,1,1395,359,252,377,19,388
2010,2,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",55,15,6.54,0.37,3.76,0,4.33,3,0,656,234,29,179,0,214
2010,2,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",353,73,17.13,0.3,36.91,0.92,17.75,22,0,3297,815,49,1456,57,920
2010,2,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",300,79,23.41,2.52,28.93,0.76,23.38,21,2,3560,1255,117,1224,21,943
2010,2,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",153,30,8,1,11.01,0,9.99,12,0,1869,364,94,500,0,911
2010,3,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",538,125,41.37,6.33,47.15,0,30.16,7,2,8498,2126,467,3440,0,2465
2010,3,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,3,2.91,0,0.09,0,0,0,0,76,74,0,2,0,0
2010,3,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",112,30,8.91,0.2,15.48,0,5.41,1,1,1639,365,14,985,0,275
2010,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13496,2671,631,51.82,1287.93,0,700.24,271,47,180124,59834,5055,62040,0,53195
2010,3,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12376,2516,385.95,93.75,1135.51,4.25,896.54,418,21,177775,32739,7945,64334,254,72503
2010,3,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",90,29,10.36,0,10.86,0,7.79,1,0,1179,352,0,450,0,377
2010,3,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5777,1102,141.03,2.51,519.65,0,438.81,115,18,77742,10784,164,32774,0,34020
2010,3,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",58,10,2.78,1.21,5.15,0,0.86,1,1,678,229,33,359,0,57
2010,3,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",376,129,39.6,10.15,74.99,0,4.26,13,0,7179,2375,969,3607,0,228
2010,3,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",113,35,4.68,1.67,17.01,0,11.63,5,1,2086,173,65,866,0,982
2010,3,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62,13,2.27,0.13,6.02,0,4.59,0,0,843,96,12,412,0,323
2010,3,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",397,92,19.31,1.24,52.93,0,18.52,7,2,4443,770,51,2825,0,797
2010,3,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",375,125,33.59,4.67,57.05,2.04,27.66,13,3,6844,1556,164,3453,46,1625
2010,3,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",195,45,19,2,14.28,0,9.72,2,0,2914,1277,39,898,0,700
2010,4,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",428,81,33.91,0.97,29.78,0.96,15.38,2,3,4012,1849,77,1180,27,879
2010,4,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,1,1,0,0,0,0,0,0,20,20,0,0,0,0
2010,4,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",178,19,6.21,0,8.38,0,4.41,0,1,940,369,0,436,0,135
2010,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13934,1754,449.02,50.67,840.97,0,413.34,80,38,108624,33478,4360,40281,0,30505
2010,4,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10837,1258,222.22,49.37,484.71,2.38,499.32,77,14,93500,22434,4493,29420,156,36997
2010,4,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",87,19,8.21,0.44,4.8,0,5.55,0,0,734,279,18,184,0,253
2010,4,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5811,539,78.14,1.9,225.76,0,233.2,60,17,37708,6079,124,13510,0,17995
2010,4,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",227,74,34.54,1.75,21.68,0,16.03,10,0,3794,1604,87,1133,0,970
2010,4,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",417,98,31.7,1.58,60.58,0,4.14,9,2,4636,2076,171,2265,0,124
2010,4,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",87,28,2.04,0.44,8.73,0,16.79,0,0,1589,105,28,337,0,1119
2010,4,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",60,10,1.66,0.34,3.63,0,4.38,0,1,690,32,46,172,0,440
2010,4,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",392,48,14.01,0,23.62,0,10.37,2,2,2666,653,0,1453,0,560
2010,4,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",359,59,15.74,0.34,26.28,0,16.64,0,0,3191,903,23,1384,0,881
2010,4,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",184,33,19,0,9.44,0,4.56,1,0,2149,1023,0,659,0,467
2010,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",420,106,36.24,4.05,45.91,0,19.81,9,3,5918,1942,299,2542,0,1135
2010,5,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,6,1,1,4,0,0,0,0,163,19,15,129,0,0
2010,5,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",87,17,3.16,0,12.69,0,1.15,1,0,585,136,0,420,0,29
2010,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",14487,3292,725.04,74.7,1626.86,0.85,864.55,209,57,209666,57343,7872,85552,33,58866
2010,5,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10629,2028,353.95,103.75,806.14,4.21,759.95,160,19,143352,34037,9093,46335,106,53781
2010,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,23,3.69,1.27,13.18,0,4.85,1,1,1130,152,141,434,0,403
2010,5,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6200,931,94.16,3.1,479.13,0,354.61,53,26,65173,8965,184,28419,0,27605
2010,5,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",269,108,43.65,4.96,36.47,0,22.91,8,2,5235,2311,411,1419,0,1094
2010,5,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",405,170,42.33,10.97,108.84,1,6.86,9,0,8458,3813,920,3426,24,275
2010,5,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",60,17,6.65,0.39,2.77,0,7.19,1,0,976,220,22,237,0,497
2010,5,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",417,74,9.66,0.06,42.58,0.02,21.68,4,2,3800,689,4,1965,1,1141
2010,5,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",405,94,25.99,1.32,38.25,0.92,27.52,8,6,6569,1676,101,2774,24,1994
2010,5,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",192,69,34,3,16.25,0,15.75,5,0,3962,1610,250,930,0,1172
2010,6,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",412,106,35.49,5.9,37.37,0,27.24,9,6,6629,2173,677,2111,0,1668
2010,6,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,5,0.57,0,4.43,0,0,0,1,207,68,0,139,0,0
2010,6,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",69,25,4.2,1.21,16.51,0.38,2.7,0,0,1452,211,32,963,11,235
2010,6,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",14537,3835,1031.06,105.41,1638.8,3,1056.73,255,91,232893,70797,10252,83461,180,68203
2010,6,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10931,2114,335.32,81.26,824.36,1.54,871.52,130,36,140375,26138,7069,48423,81,58664
2010,6,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",90,35,8.7,0.83,18.43,0,7.04,0,2,1688,261,30,732,0,665
2010,6,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6193,1207,124.97,9.14,611.66,0,461.23,19,47,75593,8749,422,35827,0,30595
2010,6,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",262,117,44.58,5.96,36.59,0,29.86,13,4,5947,2129,284,1697,0,1837
2010,6,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",372,148,69.21,1.78,68.03,0,8.98,24,2,8418,4716,224,2835,0,643
2010,6,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",96,35,7.62,1.79,16.77,0,8.82,3,0,2326,985,114,734,0,493
2010,6,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",37,14,2.42,0,5.04,0,6.54,3,1,1135,290,0,319,0,526
2010,6,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",434,97,21.62,2.1,50.86,1.56,20.86,4,2,5366,1165,164,2508,71,1458
2010,6,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",451,158,50.55,1.35,76.63,1.52,27.94,7,4,9577,3804,72,4008,43,1650
2010,6,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",149,61,17,3,19.99,0,21.01,3,3,3612,1171,223,910,0,1308
2010,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",417,101,39.63,4.3,32.55,0,24.52,6,1,6241,2038,321,1921,0,1961
2010,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,6,3.85,0,2.15,0,0,0,0,183,127,0,56,0,0
2010,7,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",37,16,2.44,1.77,9.45,1,1.34,0,0,889,177,99,463,37,113
2010,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",14827,3904,1101.87,100.82,1601.88,0,1099.43,334,57,254566,81469,10220,90588,0,72289
2010,7,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11210,2241,354.85,105.84,783.05,1.13,996.13,179,32,172034,30388,12317,58575,21,70733
2010,7,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93,29,8.55,0.01,8.94,0,11.5,0,2,1937,318,2,310,0,1307
2010,7,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6391,1217,121.77,2.81,557.63,0,534.79,28,28,86397,8241,327,36349,0,41480
2010,7,MQ,American Eagle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",413,136,53.49,8.41,43.58,0,30.52,14,4,8189,2550,1251,2109,0,2279
2010,7,OH,Comair Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",383,130,42.33,12.47,64.36,0,10.84,12,2,7033,2894,959,2747,0,433
2010,7,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",145,73,5.29,0.99,45.14,0,21.58,7,1,3977,254,256,2016,0,1451
2010,7,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,15,1.75,0.38,5.73,0,7.14,0,0,1040,118,24,340,0,558
2010,7,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",445,96,23.09,2.1,45.89,0.22,24.7,4,1,5585,1497,188,2293,10,1597
2010,7,XE,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",493,192,51.78,7.39,82.91,0.44,49.49,13,5,13057,3588,381,5120,18,3950
2010,7,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",146,38,11.98,2.8,10.76,0,12.47,3,1,2356,603,195,523,0,1035
2010,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",426,103,43.67,6.11,38.72,0.51,13.99,9,1,6429,2448,345,2592,20,1024
2010,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,2,0.05,0,1.23,0,0.73,0,0,47,1,0,30,0,16
2010,8,CO,Continental Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92,16,3.38,0.27,10.08,0,2.26,0,0,953,209,44,398,0,302
2010,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",15159,3435,829.67,62.34,1649.82,1,892.17,223,13,195254,57629,6112,81367,32,50114
2010,8,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10996,2167,324.87,67.25,873.33,2.17,899.39,134,11,145155,26831,6665,50951,70,60638
